ChangedFiles,UpdatedAt,PublishedAt,ClosedAt,PullRequestsCount,ParticipantsCount,State,RepositoryId,RepositoryName,PrimaryLanguage,Title,LastEditedAt,Author,MergedAt,CommitsCount,OwnerName,ObjectId,Deletions,Additions,ReviewsCount,StargazersCount,CreatedAt
1,2022-10-09T18:02:16Z,2021-09-27T18:11:53Z,2021-09-28T01:12:23Z,4196,0,MERGED,MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc,TypeScript,Bump zod from 3.8.2 to 3.9.1,None,dependabot,2021-09-28T01:12:23Z,2,trpc,18e96295-81f5-4828-b9cc-065ccf17c32e,44,45,1,34912,2021-09-27T18:11:53Z
1,2021-12-24T23:14:08Z,2021-12-20T23:14:30Z,2021-12-24T23:14:06Z,1274,1,CLOSED,MDEwOlJlcG9zaXRvcnk1OTIzMjE1,hexo,TypeScript,chore: bump lint-staged from 11.2.6 to 12.1.3,None,dependabot,None,1,hexojs,d0cebf6b-a5f7-4232-9429-ee38aa924bda,1,1,0,39470,2021-12-20T23:14:30Z
2,2023-07-31T08:35:01Z,2023-07-31T06:49:44Z,2023-07-31T08:28:46Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump eslint from 8.45.0 to 8.46.0,2023-07-31T08:34:59Z,dependabot,2023-07-31T08:28:46Z,1,vercel,f43e1509-f2d2-4eaa-8cb7-acdff4516ff5,42,37,0,43341,2023-07-31T06:49:44Z
29,2024-01-05T21:40:45Z,2024-01-04T22:21:32Z,2024-01-05T21:40:43Z,4491,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMjg2MjQ0NTM=,taro,TypeScript,chore(deps-dev): bump rollup from 2.75.6 to 4.9.2,None,dependabot,None,1,NervJS,a26670f9-af34-492e-b8aa-8a223b6abb80,3508,2315,0,35567,2024-01-04T22:21:32Z
2,2023-10-09T11:44:30Z,2023-10-09T08:28:27Z,2023-10-09T11:44:29Z,8379,1,MERGED,R_kgDOHy0BzQ,ruff,Rust,Bump syn from 2.0.37 to 2.0.38,None,dependabot,2023-10-09T11:44:29Z,1,astral-sh,1793a3fa-2456-4af9-a1d3-dbd9a6304532,19,19,0,32497,2023-10-09T08:28:27Z
1,2024-07-31T13:32:00Z,2024-07-29T07:19:12Z,2024-07-31T13:31:58Z,835,0,CLOSED,R_kgDOK_txHA,maybe,Ruby,Bump rails from `1b89033` to `3d2df8b`,2024-07-31T13:31:54Z,dependabot,None,1,maybe-finance,28639a83-b2d6-4ff4-a2ad-0e3a6f0d42d7,7,7,0,33271,2024-07-29T07:19:12Z
1,2020-07-17T14:48:40Z,2020-07-17T00:46:13Z,2020-07-17T14:48:32Z,4252,1,MERGED,MDEwOlJlcG9zaXRvcnkxODAxOTA4NTQ=,appwrite,TypeScript,Bump lodash from 4.17.15 to 4.17.19,None,dependabot,2020-07-17T14:48:32Z,1,appwrite,edc29075-9c55-4969-a38e-e8893484b26a,3,3,0,45179,2020-07-17T00:46:13Z
2,2023-11-26T13:08:06Z,2023-11-20T23:58:07Z,2023-11-26T13:08:05Z,838,1,MERGED,MDEwOlJlcG9zaXRvcnkxMTk4MTEwMTA=,tabler,HTML,Bump next-auth from 4.22.3 to 4.24.5 in /site,None,dependabot,2023-11-26T13:08:05Z,1,tabler,5863c2c6-00ba-485e-b597-4bfec20ee29b,6,6,0,38038,2023-11-20T23:58:07Z
1,2020-08-24T04:36:16Z,2020-07-16T07:25:52Z,2020-08-24T04:36:14Z,455,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMzA4ODQ0NzA=,solid,TypeScript,Bump lodash from 4.17.15 to 4.17.19,2020-08-24T04:36:14Z,dependabot,None,1,solidjs,ab6b1ae6-2651-48e0-92ee-01018d05c530,13752,13752,0,32404,2020-07-16T07:25:52Z
2,2023-10-03T14:58:50Z,2023-08-29T04:29:33Z,None,3976,0,OPEN,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,build(deps): bump serialport from 11.0.1 to 12.0.0 in /app,2023-10-03T14:58:50Z,dependabot,None,1,Eugeny,e912bd06-74aa-4941-a68a-d1d344059a8c,71,71,0,59172,2023-08-29T04:29:33Z
2,2022-04-04T07:00:44Z,2022-04-04T00:13:32Z,2022-04-04T07:00:42Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump prettier from 2.6.1 to 2.6.2,None,dependabot,2022-04-04T07:00:42Z,1,nestjs,4ebe2f59-0e72-4022-a9a1-9521b9b81ea3,4,4,0,67599,2022-04-04T00:13:32Z
99,2021-05-11T08:29:36Z,2021-05-10T16:04:52Z,2021-05-11T08:29:36Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump prettier from 2.2.1 to 2.3.0,None,dependabot,2021-05-11T08:29:36Z,3,webpack,5957529d-0d78-4fff-9461-5176efb2b1de,809,756,0,64671,2021-05-10T16:04:52Z
2,2023-10-17T00:11:01Z,2023-10-10T00:20:30Z,2023-10-17T00:10:58Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 6.7.4 to 6.7.5,None,dependabot,None,1,nestjs,472b5141-9bc5-4ffe-8fb1-8e901233d285,20,306,0,67599,2023-10-10T00:20:30Z
2,2023-01-29T02:03:24Z,2022-01-26T08:03:58Z,2022-01-27T08:04:07Z,5392,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump github.com/aws/aws-sdk-go from 1.41.14 to 1.42.41,None,dependabot,None,1,gohugoio,521ac42f-a321-4e7f-9d0c-00b86f615c1f,6,6,0,75666,2022-01-26T08:03:58Z
3,2024-10-25T22:45:45Z,2024-10-24T18:38:08Z,2024-10-25T22:45:44Z,4552,1,MERGED,R_kgDOJKSTjA,AutoGPT,Python,build(deps): bump azure/setup-helm from 1 to 4,2024-10-25T22:44:51Z,dependabot,2024-10-25T22:45:44Z,1,Significant-Gravitas,916f1f37-cf3d-4402-ae23-bcced2b75f54,3,3,2,168029,2024-10-24T18:38:08Z
1,2019-08-27T13:36:57Z,2019-08-27T13:34:18Z,2019-08-27T13:36:46Z,1685,1,CLOSED,MDEwOlJlcG9zaXRvcnkyNDg0MTYzNQ==,date-fns,TypeScript,Bump sshpk from 1.10.1 to 1.16.1 in /examples/webpack-1.x,None,dependabot,None,1,date-fns,16ed7256-9ce5-40ae-9ba5-88bd256945cd,29,29,0,34806,2019-08-27T13:34:18Z
1,2021-07-01T15:50:44Z,2021-07-01T11:02:13Z,2021-07-01T15:50:43Z,1897,1,MERGED,MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=,code-server,TypeScript,chore(deps-dev): bump typescript from 4.3.4 to 4.3.5,None,dependabot,2021-07-01T15:50:43Z,1,coder,cc3286ea-d2d0-4cbf-89e2-22ed50a56a8d,3,3,1,68376,2021-07-01T11:02:13Z
1,2021-08-10T16:29:30Z,2021-07-26T02:03:55Z,2021-08-10T16:29:29Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump date-fns from 2.22.1 to 2.23.0,None,dependabot,2021-08-10T16:29:29Z,1,webpack,09512230-e647-41a1-9695-0470618442a2,3,3,0,64671,2021-07-26T02:03:55Z
1,2022-10-10T06:18:26Z,2021-09-02T18:17:22Z,2021-09-02T18:21:54Z,4196,0,MERGED,MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc,TypeScript,Bump @prisma/client from 2.30.2 to 2.30.3,None,dependabot,2021-09-02T18:21:54Z,2,trpc,c4b9970f-f416-45b0-820b-d6903173c2de,3,3,1,34912,2021-09-02T18:17:22Z
2,2024-07-16T01:43:31Z,2024-07-15T15:47:36Z,2024-07-16T01:43:29Z,1707,1,MERGED,R_kgDOGgFgVA,memos,Go,chore: bump tailwindcss from 3.4.4 to 3.4.5 in /web,None,dependabot,2024-07-16T01:43:29Z,1,usememos,6f58c2e9-ffd1-4317-a0ca-9f726cb51f53,6,6,0,33695,2024-07-15T15:47:36Z
1,2022-01-24T03:18:18Z,2022-01-20T08:30:03Z,2022-01-24T03:18:13Z,8198,2,MERGED,MDEwOlJlcG9zaXRvcnkyNjc4MzI5NQ==,kong,Lua,chore(deps): bump actions/labeler from 2 to 3.0.2,None,dependabot,2022-01-24T03:18:13Z,1,Kong,96bf8cb2-f5c6-41a7-98ef-7891adbc4042,1,1,1,39224,2022-01-20T08:30:03Z
2,2022-01-18T16:56:45Z,2022-01-17T03:27:19Z,2022-01-18T16:56:45Z,2661,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,chore(deps-dev): bump eslint from 8.4.0 to 8.7.0,2022-01-18T16:41:32Z,dependabot,2022-01-18T16:56:45Z,1,ColorlibHQ,8e9d9739-72c0-4898-80ed-2228e2757637,56,29,0,44041,2022-01-17T03:27:19Z
1,2022-10-12T00:10:57Z,2021-06-10T15:02:39Z,2021-06-10T15:22:07Z,4196,0,MERGED,MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc,TypeScript,Bump prisma from 2.24.0 to 2.24.1,2021-06-10T15:06:54Z,dependabot,2021-06-10T15:22:07Z,2,trpc,ddf329d5-4a45-41b8-8cc6-17e0c009aae3,8,8,1,34912,2021-06-10T15:02:39Z
2,2021-11-18T15:25:49Z,2021-11-18T13:37:46Z,2021-11-18T15:25:47Z,8942,1,MERGED,MDEwOlJlcG9zaXRvcnk2ODM4OTIx,prometheus,Go,build(deps-dev): bump @types/jest from 27.0.1 to 27.0.2 in /web/ui,2021-11-18T14:50:28Z,dependabot,2021-11-18T15:25:47Z,2,prometheus,91f11a86-66f7-4dbf-ac18-dad04f1cb21d,404,234,0,55548,2021-11-18T13:37:46Z
2,2024-10-21T05:21:12Z,2024-10-18T15:24:01Z,2024-10-21T05:21:09Z,3115,1,CLOSED,R_kgDOLfkiww,OpenHands,Python,chore(deps-dev): bump the version-all group in /frontend with 2 updates,None,dependabot,None,1,All-Hands-AI,a9e5a51f-b724-4fbb-8753-36030f1e6435,17,16,0,34070,2024-10-18T15:24:01Z
2,2022-10-31T12:26:13Z,2022-10-31T11:03:03Z,2022-10-31T12:26:12Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @types/node from 16.11.66 to 16.18.3,None,dependabot,2022-10-31T12:26:12Z,1,vercel,d3a9becd-7d30-41ef-9df2-1bb624670c69,5,5,0,43341,2022-10-31T11:03:03Z
1,2023-11-27T21:53:40Z,2023-01-07T04:25:08Z,None,408,0,OPEN,MDEwOlJlcG9zaXRvcnkxNDc0NzU5OA==,json-server,JavaScript,Bump json5 from 2.2.0 to 2.2.3,None,dependabot,None,1,typicode,ac282822-b3f4-44cf-95f1-172754a34476,13,7,0,72911,2023-01-07T04:25:08Z
1,2021-03-30T15:37:41Z,2020-12-21T23:58:02Z,2021-03-30T15:37:41Z,1323,1,MERGED,MDEwOlJlcG9zaXRvcnk2NTc5NDI5Mg==,styled-components,TypeScript,Bump node-notifier from 5.2.1 to 8.0.1,2021-03-10T18:35:08Z,dependabot,2021-03-30T15:37:41Z,1,styled-components,3a519d61-3c37-42ca-8f53-5f5ad2ce4666,9,23,0,40488,2020-12-21T23:58:02Z
4,2024-07-12T08:17:41Z,2024-07-04T12:56:46Z,2024-07-12T08:17:40Z,4491,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMjg2MjQ0NTM=,taro,TypeScript,chore(deps-dev): bump expo from 47.0.14 to 51.0.18,2024-07-12T08:17:32Z,dependabot,None,1,NervJS,e146e6f3-7fbd-4b92-bfeb-58d0291e6a85,34353,29439,0,35567,2024-07-04T12:56:46Z
2,2023-01-23T03:43:07Z,2023-01-23T02:45:21Z,2023-01-23T03:42:25Z,1157,0,MERGED,MDEwOlJlcG9zaXRvcnkxNjM4ODMyNzk=,act,Go,build(deps): bump golang.org/x/term from 0.3.0 to 0.4.0,2023-01-23T03:43:04Z,dependabot,2023-01-23T03:42:25Z,2,nektos,e1181fbd-c208-4974-bcf9-9f09e630fc82,3,3,0,55058,2023-01-23T02:45:21Z
1,2020-12-17T22:08:46Z,2020-10-12T22:56:16Z,2020-12-17T22:08:32Z,2510,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==,guava,Java,Bump junit from 4.13 to 4.13.1 in /android,None,dependabot,None,1,google,d8b22f58-4d5b-4cd8-89f1-7b7e7b6c0956,1,1,0,50184,2020-10-12T22:56:16Z
2,2023-06-09T10:13:11Z,2023-06-09T10:00:26Z,2023-06-09T10:13:09Z,4355,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTA0NTc1MQ==,compose,Go,build(deps): bump github.com/Microsoft/go-winio from 0.5.2 to 0.6.1,None,dependabot,2023-06-09T10:13:09Z,1,docker,f0638af5-d643-4b4f-b782-10665859495c,4,12,1,33955,2023-06-09T10:00:26Z
1,2023-01-30T10:12:29Z,2023-01-30T08:25:43Z,2023-01-30T10:01:37Z,7537,1,MERGED,MDEwOlJlcG9zaXRvcnk0NzEwOTIw,dubbo,Java,Bump tomcat-embed-core from 8.5.78 to 8.5.85,2023-01-30T09:31:28Z,dependabot,2023-01-30T10:01:36Z,1,apache,9cf584ce-d017-4ef9-9bed-5f0c62dad802,1,1,0,40493,2023-01-30T08:25:43Z
2,2022-06-28T17:54:06Z,2022-05-16T03:18:08Z,2022-06-28T17:54:05Z,2661,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,chore(deps): bump datatables.net-keytable-bs4 from 2.6.4 to 2.7.0,None,dependabot,2022-06-28T17:54:05Z,1,ColorlibHQ,530cf2bd-2ec1-4113-a85d-243377479fcc,12,12,0,44041,2022-05-16T03:18:08Z
2,2021-03-08T09:08:55Z,2021-03-08T05:35:10Z,2021-03-08T09:08:54Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @types/node from 14.14.31 to 14.14.32,2021-03-08T09:08:53Z,dependabot,None,1,nestjs,4cdb4cb3-a28b-4448-876e-0cd00e2205d7,4,4,0,67599,2021-03-08T05:35:10Z
2,2023-05-05T03:57:43Z,2023-03-22T03:57:05Z,2023-05-05T03:57:41Z,623,0,CLOSED,MDEwOlJlcG9zaXRvcnk0MTkxMjc5MQ==,v2ray-core,Go,Bump google.golang.org/grpc from 1.32.0 to 1.54.0,None,dependabot,None,1,v2ray,4bc88bc0-dd19-4a0b-a6c0-47f295a00d49,26,1002,0,45422,2023-03-22T03:57:05Z
2,2023-05-15T03:43:08Z,2023-05-15T02:58:23Z,2023-05-15T03:43:06Z,1157,0,MERGED,MDEwOlJlcG9zaXRvcnkxNjM4ODMyNzk=,act,Go,build(deps): bump github.com/opencontainers/image-spec from 1.1.0-rc2.0.20221005185240-3a7f492d3f1b to 1.1.0-rc.3,None,dependabot,2023-05-15T03:43:06Z,2,nektos,8511bd68-5d85-4334-a9e8-370f7385a5e1,10,10,0,55058,2023-05-15T02:58:23Z
2,2021-11-15T11:06:27Z,2021-09-22T02:03:31Z,2021-11-15T11:06:26Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump terser from 5.7.2 to 5.9.0,2021-11-15T08:14:49Z,dependabot,2021-11-15T11:06:26Z,2,webpack,c0f32d0e-ea8c-4714-859c-66ac8aebd4c4,13,13,0,64671,2021-09-22T02:03:31Z
2,2020-09-01T22:49:09Z,2020-08-17T11:16:04Z,2020-09-01T22:48:57Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump lodash from 4.17.19 to 4.17.20 in /app,None,dependabot,2020-09-01T22:48:57Z,1,vercel,0ab512e7-f9cc-43e3-9114-f16354afe2bc,5,5,0,43341,2020-08-17T11:16:04Z
1,2021-09-27T20:55:04Z,2021-05-18T18:29:44Z,2021-09-27T20:55:03Z,1066,0,CLOSED,MDEwOlJlcG9zaXRvcnkzNzM4Mjg1OA==,engineering-blogs,Ruby,Bump nokogiri from 1.10.8 to 1.11.4,None,dependabot,None,1,kilimchoi,dffcf439-7d18-4d34-9099-9a19d2f42f4a,3,5,0,31662,2021-05-18T18:29:44Z
16,2022-05-25T17:06:19Z,2022-05-16T12:01:44Z,2022-05-25T17:06:18Z,5310,3,MERGED,MDEwOlJlcG9zaXRvcnkxNjEwMTIwMTk=,jellyfin,C#,Bump Microsoft.NET.Test.Sdk from 17.1.0 to 17.2.0,2022-05-24T14:03:02Z,dependabot,2022-05-25T17:06:18Z,1,jellyfin,fa648a57-76c4-4f41-8842-68df6e5e232f,16,16,3,34790,2022-05-16T12:01:44Z
1,2023-06-22T21:56:20Z,2023-06-22T21:55:06Z,2023-06-22T21:56:11Z,387,1,MERGED,R_kgDOJxbR3A,generative-ai-for-beginners,Jupyter Notebook,Bump minimist from 1.2.5 to 1.2.8 in /quiz-app,None,dependabot,2023-06-22T21:56:11Z,1,microsoft,8ee43b30-c93e-4018-ae99-6d97bfdd7674,7,10,0,64707,2023-06-22T21:55:06Z
1,2021-08-14T20:47:11Z,2021-08-10T20:49:51Z,2021-08-14T20:47:10Z,710,1,MERGED,MDEwOlJlcG9zaXRvcnkzNDAyNTM3,Front-end-Developer-Interview-Questions,Nunjucks,Bump path-parse from 1.0.6 to 1.0.7,None,dependabot,2021-08-14T20:47:10Z,1,h5bp,549434de-7605-4f03-8e37-45b7bf9396e0,3,3,0,59670,2021-08-10T20:49:51Z
1,2021-07-06T10:03:39Z,2021-07-06T09:55:08Z,2021-07-06T10:03:39Z,908,1,MERGED,MDEwOlJlcG9zaXRvcnkyNTYxNTgy,animate.css,CSS,Bump color-string from 1.5.3 to 1.5.5,None,dependabot,2021-07-06T10:03:39Z,1,animate-css,d662a577-a21a-42f8-aba9-79f3bcb1014f,3,3,1,80806,2021-07-06T09:55:08Z
2,2024-07-29T15:21:48Z,2024-07-29T15:15:36Z,2024-07-29T15:21:46Z,1864,1,MERGED,MDEwOlJlcG9zaXRvcnkyMDk2NTc5,marked,JavaScript,chore(deps-dev): Bump @semantic-release/github from 10.1.1 to 10.1.3,None,dependabot,2024-07-29T15:21:46Z,1,markedjs,cedb3df1-a181-41c7-b9b8-c95485e5c02e,5,5,0,33132,2024-07-29T15:15:36Z
2,2024-07-25T16:03:55Z,2024-07-25T14:55:54Z,2024-07-25T16:03:54Z,3115,1,MERGED,R_kgDOLfkiww,OpenHands,Python,chore(deps-dev): bump postcss from 8.4.39 to 8.4.40 in /frontend,None,dependabot,2024-07-25T16:03:54Z,1,All-Hands-AI,0befa05c-97e4-42cc-b1b8-0a93c86b4b38,5,5,1,34070,2024-07-25T14:55:54Z
1,2023-03-22T23:00:05Z,2022-02-26T01:23:05Z,2023-03-22T22:59:56Z,61,1,CLOSED,MDEwOlJlcG9zaXRvcnkyODA1Njc1Nzk=,EasySpider,JavaScript,Bump CefSharp.Common from 79.1.350 to 98.1.210 in /ServiceWrapperEntry/ServiceWrapperEntry,2023-02-03T15:43:59Z,dependabot,None,1,NaiboWang,4b501272-a245-4d98-9b24-4eddf316c33a,1,1,0,35785,2022-02-26T01:23:05Z
2,2021-09-18T00:01:46Z,2020-09-17T05:06:27Z,2020-09-17T11:53:25Z,9804,2,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps): Bump @angular/compiler from 10.1.1 to 10.1.2,None,dependabot,2020-09-17T11:53:25Z,1,prettier,546c65dd-5f4d-40b6-b48f-8e074f5363bd,5,5,2,49376,2020-09-17T05:06:27Z
2,2020-11-23T03:21:40Z,2020-10-26T03:10:53Z,2020-11-23T03:21:37Z,2661,0,CLOSED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,Bump terser from 5.3.2 to 5.3.8,None,dependabot,None,1,ColorlibHQ,ad926a4f-b8e0-48d5-8f95-15f2c8b2083a,6,14,0,44041,2020-10-26T03:10:53Z
3,2022-03-03T09:05:30Z,2022-03-02T04:18:25Z,2022-03-03T09:05:28Z,3976,1,MERGED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump actions/checkout from 2.3.4 to 3,None,dependabot,2022-03-03T09:05:28Z,1,Eugeny,1b270229-caf9-41fe-8965-cb96a99e3e60,6,6,0,59172,2022-03-02T04:18:25Z
2,2021-01-11T12:46:23Z,2021-01-11T11:05:14Z,2021-01-11T12:46:22Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @typescript-eslint/eslint-plugin from 4.11.1 to 4.12.0,2021-01-11T12:13:48Z,dependabot,2021-01-11T12:46:22Z,1,vercel,0a701e80-870a-4b7a-9003-6c44c55c5458,14,49,0,43341,2021-01-11T11:05:14Z
1,2022-06-09T17:03:43Z,2021-11-15T17:47:05Z,2022-06-09T17:03:25Z,232,1,MERGED,MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==,face_recognition,Python,Bump pip from 19.2 to 21.1,None,dependabot,2022-06-09T17:03:25Z,1,ageitgey,5e9188c2-d340-47c5-858d-1381b62a4a01,1,1,0,53321,2021-11-15T17:47:05Z
2,2023-02-20T19:23:22Z,2023-02-20T02:10:36Z,2023-02-20T19:23:08Z,7751,1,MERGED,MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell,Rust,Bump actions-rust-lang/setup-rust-toolchain from 1.3.7 to 1.4.2,None,dependabot,2023-02-20T19:23:07Z,1,nushell,5613be4a-dc64-4019-94ae-3676ddb09afd,6,6,0,32391,2023-02-20T02:10:36Z
1,2022-06-23T07:14:04Z,2022-06-22T07:41:19Z,2022-06-23T07:14:02Z,6144,0,CLOSED,MDEwOlJlcG9zaXRvcnk5MDc5NjY2Mw==,puppeteer,TypeScript,chore(deps): bump github/codeql-action from 2.1.12 to 2.1.13,2022-06-23T07:13:55Z,dependabot,None,1,puppeteer,665fc159-cadf-44cd-8d0a-c28f90a7ef3c,1,1,0,88671,2022-06-22T07:41:19Z
1,2024-08-08T15:05:26Z,2024-08-08T14:17:47Z,2024-08-08T15:05:24Z,3115,1,MERGED,R_kgDOLfkiww,OpenHands,Python,chore(deps): bump litellm from 1.43.1 to 1.43.3,None,dependabot,2024-08-08T15:05:24Z,1,All-Hands-AI,cef86a22-dc40-47f1-8ac7-22c7cd7c0837,4,4,1,34070,2024-08-08T14:17:47Z
1,2022-02-07T16:02:41Z,2022-02-07T06:05:46Z,2022-02-07T15:31:59Z,1814,1,MERGED,MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,black,Python,Bump sphinx-copybutton from 0.4.0 to 0.5.0 in /docs,None,dependabot,2022-02-07T15:31:58Z,1,psf,92570f3a-c81f-4390-930c-2294e0d3507e,1,1,0,38894,2022-02-07T06:05:46Z
2,2022-03-27T01:16:11Z,2022-03-22T07:44:37Z,2022-03-27T01:16:10Z,4734,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps): bump @sentry/integrations from 6.2.5 to 6.19.1,None,dependabot,None,1,excalidraw,5e0b6d2b-16da-489e-92d8-d1b25b72fc1f,12,31,0,83917,2022-03-22T07:44:37Z
2,2021-07-19T12:44:50Z,2021-07-19T11:06:07Z,2021-07-19T12:44:50Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @typescript-eslint/eslint-plugin from 4.28.2 to 4.28.3,None,dependabot,2021-07-19T12:44:50Z,1,vercel,ff02c566-4cf5-4eee-b0b9-bdd182690741,48,14,0,43341,2021-07-19T11:06:07Z
2,2021-10-04T04:03:12Z,2021-09-16T21:45:22Z,2021-10-04T04:03:11Z,3976,0,CLOSED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump axios from 0.21.1 to 0.21.2,None,dependabot,None,1,Eugeny,510d7c2a-3cfc-4422-b564-72d808f444a5,10,10,0,59172,2021-09-16T21:45:22Z
1,2024-04-29T23:38:09Z,2024-04-26T16:00:37Z,2024-04-29T23:38:01Z,2510,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==,guava,Java,Bump github/codeql-action from 3.25.2 to 3.25.3,2024-04-26T16:57:42Z,dependabot,None,1,google,1e66c37e-146d-4345-80a2-6c52ff154d19,1,1,0,50184,2024-04-26T16:00:37Z
1,2023-09-19T11:35:50Z,2023-09-15T18:58:12Z,2023-09-19T11:35:32Z,1959,1,MERGED,MDEwOlJlcG9zaXRvcnkyODgxNzg5,Python,Python,Bump pillow from 10.0.0 to 10.0.1,None,dependabot,2023-09-19T11:35:32Z,1,geekcomputers,4f9ac2b9-90a7-4262-8351-1fda87c53d4e,1,1,0,31471,2023-09-15T18:58:12Z
2,2022-08-08T04:29:39Z,2022-07-18T04:15:38Z,2022-08-08T04:29:37Z,3976,0,CLOSED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump @vaadin/vaadin-context-menu from 5.0.0 to 23.1.4 in /tabby-web,None,dependabot,None,1,Eugeny,6e5ac6f7-55d3-43d7-a4a6-9ec40683127a,86,139,0,59172,2022-07-18T04:15:38Z
2,2022-06-22T00:03:13Z,2021-06-20T01:13:09Z,2021-06-21T11:37:29Z,9804,2,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps): Bump typescript from 4.3.2 to 4.3.4,None,dependabot,2021-06-21T11:37:29Z,1,prettier,94da8696-698e-4e74-9208-bc355a247442,6,5,1,49376,2021-06-20T01:13:09Z
2,2023-02-14T08:18:38Z,2023-02-14T01:36:26Z,2023-02-14T08:18:34Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @commitlint/config-angular from 17.4.2 to 17.4.3,None,dependabot,2023-02-14T08:18:33Z,1,nestjs,c1522670-c206-47a3-89f7-2c0b7715050b,4,4,0,67599,2023-02-14T01:36:26Z
2,2021-12-31T00:55:35Z,2021-12-19T01:08:22Z,2021-12-31T00:55:34Z,4734,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps-dev): bump @babel/plugin-transform-async-to-generator from 7.16.0 to 7.16.5 in /src/packages/excalidraw,2021-12-31T00:55:24Z,dependabot,None,1,excalidraw,69270c8d-86a6-49d7-853a-4607d2192c69,30,58,0,83917,2021-12-19T01:08:22Z
2,2024-03-14T00:31:29Z,2024-03-13T23:17:29Z,2024-03-14T00:31:28Z,4686,1,MERGED,MDEwOlJlcG9zaXRvcnkyMTU0MDc1OQ==,awesome-go,Go,Bump google.golang.org/protobuf from 1.31.0 to 1.33.0,None,dependabot,2024-03-14T00:31:28Z,1,avelino,fa7ad40c-ade0-417f-91f6-cadff4c69447,3,3,0,131976,2024-03-13T23:17:29Z
2,2021-02-24T08:14:17Z,2021-02-23T05:21:32Z,2021-02-24T08:14:16Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @commitlint/config-angular from 11.0.0 to 12.0.0,2021-02-24T08:14:15Z,dependabot,None,1,nestjs,9a3437fe-4423-447b-985f-233b0a793303,8,8,0,67599,2021-02-23T05:21:32Z
